project_a,project_b,winner,winner_name
PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,Filecoin Community Service -VenusHub,project_b,Filecoin Community Service -VenusHub
OneForm – SocialCap,Filecoin Spark,project_b,Filecoin Spark
fil-miner-info.safematrix,Ancients Research,project_b,Ancients Research
SealGuard,OP Medicine – Filecoin-Powered Healthcare Infrastructure,project_b,OP Medicine – Filecoin-Powered Healthcare Infrastructure
Filosign,WarmWeb,project_b,WarmWeb
Filecoin Orbit Bootcamp Africa,Filecoin Ledger App & Installation Hub,project_b,Filecoin Ledger App & Installation Hub
Old Faithful,Filmint,project_a,Old Faithful
GainForest: The world’s first community-owned data commons for nature impact,Filscan Explorer,project_a,GainForest: The world’s first community-owned data commons for nature impact
ETH-FIL swap,Keypo,project_a,ETH-FIL swap
Lynx – Storage Provider Retrieval Analytics Platform,CIDgravity Filecoin Gateway,project_b,CIDgravity Filecoin Gateway
Filecoin Beam,NanoDC Project,project_a,Filecoin Beam
Boxo and Kubo,Beryx Filecoin Explorer,project_a,Boxo and Kubo
ND Labs,Filecoin Nigeria,project_a,ND Labs
Helia,go-libp2p,project_b,go-libp2p
MUSE,UCAN,project_b,UCAN
CalibrationNet Stability Project,IPFS Public Utilities,project_b,IPFS Public Utilities
MechaFIL-JAX,Metrics for the Filecoin P2P network health,project_a,MechaFIL-JAX
Storacha-Solana-SDK,Eth Transport – Decentralized Civic Infrastructure on Filecoin,project_b,Eth Transport – Decentralized Civic Infrastructure on Filecoin
filsnap,Fil Implementers WG - Cross-Client Coordination and Governance,project_b,Fil Implementers WG - Cross-Client Coordination and Governance
Forest Archive,FilDOS,project_a,Forest Archive
Guide To Filecoin - Easing the Transition to Filecoin.,Curio Smart Cordon & Restart System,project_b,Curio Smart Cordon & Restart System
FIP 100 Research & Development,iso-filecoin,project_a,FIP 100 Research & Development
Boost,Cyberport Data Integration,project_a,Boost
FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,BlockseBlock,project_a,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin
"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,project_a,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges."
FIL-B (FIL Builders) DX and Community,FILCAPETOWN,project_a,FIL-B (FIL Builders) DX and Community
boxo-starter-kit,Filecoin Address Drainer,project_b,Filecoin Address Drainer
Forest Explorer,Curio APT Repository (Filecoin APT),project_b,Curio APT Repository (Filecoin APT)
Filecoin BigQuery Data Repository,Open Source Observer (OSO),project_a,Filecoin BigQuery Data Repository
Crossfi,JZFS - Building Data Hub-and-Spoke Model with Filecoin,project_a,Crossfi
Filecoin Community Services,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",project_b,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations"
py-libp2p: The Python libp2p Stack for Filecoin & IPFS,libp2p Community Architecting and Infra Management,project_a,py-libp2p: The Python libp2p Stack for Filecoin & IPFS
IPFS Desktop and Companion,B<>rder/ess Developers Program,project_a,IPFS Desktop and Companion
filecoin-checker,Filet Finance,project_b,Filet Finance
Safe on Filecoin,Filecoin Kenya Community,project_b,Filecoin Kenya Community
OpenEdStore Decentralized Educational Storage Platform,Multichain Storage,project_b,Multichain Storage
FileScope AI: Blockchain-Powered Dataset Analysis Platform,Filecoin FIPs Tracker,project_b,Filecoin FIPs Tracker
FIP Editors - Filecoin Improvement Proposal Governance,Cuview,project_a,FIP Editors - Filecoin Improvement Proposal Governance
MYRAD,Lighthouse,project_b,Lighthouse
Axelar Network,Chain.Love,project_a,Axelar Network
CIDgravity Nextcloud App,Lily: blockchain data extraction for Filecoin,project_b,Lily: blockchain data extraction for Filecoin
Curio Snark Market,Filecoin Deal Tool - Droplet,project_b,Filecoin Deal Tool - Droplet
ETHNigeria  (BuiDL Africa – Empowering Web3 Adoption),Curio Dashboard,project_b,Curio Dashboard
Secured Finance,DevTTY Filecoin Mainnet Bootstrap Nodes,project_a,Secured Finance
Filecoin Client Implementation - Venus,Filecoin Data Portal,project_a,Filecoin Client Implementation - Venus
Blockscout Open Source Filecoin Explorer,Curio Storage,project_a,Blockscout Open Source Filecoin Explorer
"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",Asia-SPWG,project_a,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments"
IPFS及Filecoin价值资讯传递（南山居士Hill）,Drips,project_b,Drips
Silvi: IPFS-Powered Biodiversity Infrastructure,OrbitChina,project_a,Silvi: IPFS-Powered Biodiversity Infrastructure
Beryx Filecoin API,Root Key Holder management portal,project_a,Beryx Filecoin API
Eastore,FIL RetroPGF Data Analysis & Round Modeling,project_a,Eastore
Filecoin Slack Community Admin,万佳社区,project_b,万佳社区
FIL LAGOS,chainfee,project_b,chainfee
Spacescope: API service for the Filecoin ecosystem,FilPunks,project_a,Spacescope: API service for the Filecoin ecosystem
MetaEra,ETHAccra,project_b,ETHAccra
Retrieval Tester,witnesschain,project_a,Retrieval Tester
Meet with Huddle01,Filliquid,project_b,Filliquid
drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,Forest,project_a,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election
Filecoin Orbit Uganda,The Epoch Clock,project_a,Filecoin Orbit Uganda
PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,4EVERLAND,project_a,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild
Filecoin Spark,FilOz – Advancing the Filecoin Protocol,project_b,FilOz – Advancing the Filecoin Protocol
fil-miner-info.safematrix,Filecoin Community Service -VenusHub,project_b,Filecoin Community Service -VenusHub
OneForm – SocialCap,OP Medicine – Filecoin-Powered Healthcare Infrastructure,project_b,OP Medicine – Filecoin-Powered Healthcare Infrastructure
WarmWeb,Ancients Research,project_b,Ancients Research
SealGuard,Filecoin Ledger App & Installation Hub,project_b,Filecoin Ledger App & Installation Hub
Filosign,Filmint,project_a,Filosign
GainForest: The world’s first community-owned data commons for nature impact,Filecoin Orbit Bootcamp Africa,project_a,GainForest: The world’s first community-owned data commons for nature impact
Old Faithful,ETH-FIL swap,project_b,ETH-FIL swap
Lynx – Storage Provider Retrieval Analytics Platform,Filscan Explorer,project_b,Filscan Explorer
Keypo,Filecoin Beam,project_b,Filecoin Beam
Boxo and Kubo,CIDgravity Filecoin Gateway,project_a,Boxo and Kubo
NanoDC Project,Filecoin Nigeria,project_b,Filecoin Nigeria
Beryx Filecoin Explorer,Helia,project_b,Helia
MUSE,ND Labs,project_b,ND Labs
go-libp2p,IPFS Public Utilities,project_a,go-libp2p
UCAN,MechaFIL-JAX,project_b,MechaFIL-JAX
Storacha-Solana-SDK,CalibrationNet Stability Project,project_b,CalibrationNet Stability Project
Fil Implementers WG - Cross-Client Coordination and Governance,Metrics for the Filecoin P2P network health,project_a,Fil Implementers WG - Cross-Client Coordination and Governance
Forest Archive,Eth Transport – Decentralized Civic Infrastructure on Filecoin,project_b,Eth Transport – Decentralized Civic Infrastructure on Filecoin
filsnap,Curio Smart Cordon & Restart System,project_b,Curio Smart Cordon & Restart System
FIP 100 Research & Development,FilDOS,project_a,FIP 100 Research & Development
Boost,Guide To Filecoin - Easing the Transition to Filecoin.,project_a,Boost
iso-filecoin,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,project_a,iso-filecoin
Cyberport Data Integration,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",project_b,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges."
FIL-B (FIL Builders) DX and Community,BlockseBlock,project_a,FIL-B (FIL Builders) DX and Community
Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,Filecoin Address Drainer,project_a,Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods
Forest Explorer,FILCAPETOWN,project_a,Forest Explorer
Open Source Observer (OSO),boxo-starter-kit,project_a,Open Source Observer (OSO)
JZFS - Building Data Hub-and-Spoke Model with Filecoin,Curio APT Repository (Filecoin APT),project_b,Curio APT Repository (Filecoin APT)
Filecoin Community Services,Filecoin BigQuery Data Repository,project_b,Filecoin BigQuery Data Repository
Crossfi,libp2p Community Architecting and Infra Management,project_b,libp2p Community Architecting and Infra Management
"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",B<>rder/ess Developers Program,project_a,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations"
filecoin-checker,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,project_b,py-libp2p: The Python libp2p Stack for Filecoin & IPFS
Filecoin Kenya Community,IPFS Desktop and Companion,project_b,IPFS Desktop and Companion
Multichain Storage,Filet Finance,project_a,Multichain Storage
FileScope AI: Blockchain-Powered Dataset Analysis Platform,Safe on Filecoin,project_b,Safe on Filecoin
OpenEdStore Decentralized Educational Storage Platform,FIP Editors - Filecoin Improvement Proposal Governance,project_b,FIP Editors - Filecoin Improvement Proposal Governance
Filecoin FIPs Tracker,Lighthouse,project_b,Lighthouse
Cuview,Axelar Network,project_b,Axelar Network
MYRAD,CIDgravity Nextcloud App,project_b,CIDgravity Nextcloud App
Filecoin Deal Tool - Droplet,Chain.Love,project_b,Chain.Love
ETHNigeria  (BuiDL Africa – Empowering Web3 Adoption),Lily: blockchain data extraction for Filecoin,project_b,Lily: blockchain data extraction for Filecoin
Secured Finance,Curio Snark Market,project_a,Secured Finance
Filecoin Data Portal,Curio Dashboard,project_a,Filecoin Data Portal
Curio Storage,DevTTY Filecoin Mainnet Bootstrap Nodes,project_a,Curio Storage
Filecoin Client Implementation - Venus,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",project_a,Filecoin Client Implementation - Venus
Drips,Blockscout Open Source Filecoin Explorer,project_b,Blockscout Open Source Filecoin Explorer
Asia-SPWG,OrbitChina,project_b,OrbitChina
Root Key Holder management portal,IPFS及Filecoin价值资讯传递（南山居士Hill）,project_a,Root Key Holder management portal
FIL RetroPGF Data Analysis & Round Modeling,Silvi: IPFS-Powered Biodiversity Infrastructure,project_b,Silvi: IPFS-Powered Biodiversity Infrastructure
Filecoin Slack Community Admin,Beryx Filecoin API,project_b,Beryx Filecoin API
FIL LAGOS,Eastore,project_b,Eastore
FilPunks,万佳社区,project_a,FilPunks
ETHAccra,chainfee,project_a,ETHAccra
Retrieval Tester,Spacescope: API service for the Filecoin ecosystem,project_b,Spacescope: API service for the Filecoin ecosystem
MetaEra,Filliquid,project_b,Filliquid
drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,witnesschain,project_a,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election
Forest,Meet with Huddle01,project_a,Forest
PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,Filecoin Orbit Uganda,project_a,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild
The Epoch Clock,Filecoin Spark,project_b,Filecoin Spark
4EVERLAND,fil-miner-info.safematrix,project_a,4EVERLAND
FilOz – Advancing the Filecoin Protocol,OP Medicine – Filecoin-Powered Healthcare Infrastructure,project_a,FilOz – Advancing the Filecoin Protocol
Filecoin Community Service -VenusHub,WarmWeb,project_a,Filecoin Community Service -VenusHub
OneForm – SocialCap,Filecoin Ledger App & Installation Hub,project_b,Filecoin Ledger App & Installation Hub
Ancients Research,Filmint,project_a,Ancients Research
GainForest: The world’s first community-owned data commons for nature impact,SealGuard,project_a,GainForest: The world’s first community-owned data commons for nature impact
Filosign,ETH-FIL swap,project_b,ETH-FIL swap
Filecoin Orbit Bootcamp Africa,Lynx – Storage Provider Retrieval Analytics Platform,project_b,Lynx – Storage Provider Retrieval Analytics Platform
Old Faithful,Filecoin Beam,project_b,Filecoin Beam
Filscan Explorer,Boxo and Kubo,project_b,Boxo and Kubo
Keypo,Filecoin Nigeria,project_b,Filecoin Nigeria
CIDgravity Filecoin Gateway,Helia,project_b,Helia
MUSE,NanoDC Project,project_b,NanoDC Project
IPFS Public Utilities,Beryx Filecoin Explorer,project_a,IPFS Public Utilities
ND Labs,MechaFIL-JAX,project_b,MechaFIL-JAX
Storacha-Solana-SDK,go-libp2p,project_b,go-libp2p
UCAN,Fil Implementers WG - Cross-Client Coordination and Governance,project_a,UCAN
Forest Archive,CalibrationNet Stability Project,project_a,Forest Archive
Metrics for the Filecoin P2P network health,Curio Smart Cordon & Restart System,project_b,Curio Smart Cordon & Restart System
FIP 100 Research & Development,Eth Transport – Decentralized Civic Infrastructure on Filecoin,project_a,FIP 100 Research & Development
Boost,filsnap,project_a,Boost
FilDOS,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,project_b,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin
"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",Guide To Filecoin - Easing the Transition to Filecoin.,project_a,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges."
iso-filecoin,FIL-B (FIL Builders) DX and Community,project_b,FIL-B (FIL Builders) DX and Community
Filecoin Address Drainer,Cyberport Data Integration,project_a,Filecoin Address Drainer
BlockseBlock,Forest Explorer,project_b,Forest Explorer
Open Source Observer (OSO),Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,project_a,Open Source Observer (OSO)
FILCAPETOWN,JZFS - Building Data Hub-and-Spoke Model with Filecoin,project_b,JZFS - Building Data Hub-and-Spoke Model with Filecoin
boxo-starter-kit,Filecoin Community Services,project_b,Filecoin Community Services
Curio APT Repository (Filecoin APT),libp2p Community Architecting and Infra Management,project_b,libp2p Community Architecting and Infra Management
B<>rder/ess Developers Program,Filecoin BigQuery Data Repository,project_b,Filecoin BigQuery Data Repository
